ITEM: TIMESTEP
43.529491172987825
ITEM: NUMBER OF ATOMS
1470
ITEM: BOX BOUNDS
1.0317460317460316 110.39682539682539
1.0317460317460316 87.28571428571428
2.5 48.0
ITEM: ATOMS id x y z
1	91.421	38.570	32.510
2	69.486	36.892	31.249
3	95.291	30.774	29.441
4	75.580	28.819	33.006
5	52.897	18.630	34.060
6	39.398	15.837	29.480
7	58.888	13.812	35.345
9	21.827	81.623	36.037
10	68.610	83.106	33.793
11	89.362	78.525	31.162
12	98.760	75.998	35.811
13	58.534	60.551	32.385
14	26.906	56.972	31.355
16	3.450	39.041	30.636
17	71.082	38.321	24.814
18	108.102	35.134	33.635
20	79.138	36.397	37.625
21	50.528	40.038	31.590
22	2.140	46.002	27.202
23	87.596	54.545	34.068
24	26.619	71.620	31.025
25	51.383	59.641	30.754
26	81.934	58.403	39.828
27	14.325	46.393	32.518
28	60.737	45.648	33.014
29	109.566	42.172	36.487
30	72.851	32.169	29.221
31	9.655	28.901	37.316
32	20.710	13.117	33.017
33	47.443	16.939	34.132
34	11.534	2.837	33.477
37	103.426	80.291	31.381
38	33.995	81.994	33.843
39	41.522	81.778	35.900
41	36.795	59.056	32.937
42	40.942	53.811	35.147
43	66.110	58.318	32.143
44	26.892	6.894	31.521
45	95.246	15.457	31.885
46	81.363	3.626	27.961
47	62.439	78.871	31.674
48	75.719	82.623	30.120
50	31.245	74.663	29.054
52	34.263	73.334	34.035
53	65.129	67.944	27.484
54	95.607	68.252	27.641
56	30.394	59.979	25.382
58	18.464	58.585	30.954
59	56.275	45.405	28.532
60	43.309	35.396	28.496
61	46.714	30.652	31.741
63	90.167	19.909	31.398
64	39.903	22.122	30.866
65	14.994	17.110	31.982
66	65.018	18.793	25.881
67	7.864	83.330	29.615
68	73.608	51.616	31.313
69	55.320	78.205	31.910
70	85.209	37.376	32.681
71	67.328	42.481	28.961
72	13.057	74.494	30.356
73	110.041	72.893	32.301
74	44.594	60.723	29.533
75	100.870	30.627	28.649
76	79.976	22.857	34.156
77	53.770	12.348	33.486
78	11.188	11.433	28.086
79	31.874	8.477	29.546
80	51.721	9.443	28.361
81	42.112	39.461	31.682
82	79.753	10.127	31.007
83	100.542	6.690	32.630
84	94.317	3.054	27.829
85	62.368	5.415	27.228
87	86.786	76.041	24.572
88	106.123	69.347	27.764
89	100.432	66.647	29.936
90	69.220	63.294	30.915
91	15.297	51.879	28.618
92	73.476	12.692	32.401
93	75.242	5.995	29.431
94	26.023	12.146	34.594
95	81.179	14.920	33.648
96	48.279	25.370	40.570
97	89.253	25.258	32.944
98	72.146	21.048	34.122
99	67.571	23.140	38.063
100	96.048	20.522	35.005
101	75.704	16.390	37.605
102	35.482	15.710	36.031
103	14.445	11.757	34.992
104	96.263	7.818	40.033
105	108.213	29.573	32.539
106	16.813	6.590	35.929
108	13.337	82.958	32.507
109	79.395	74.242	35.401
110	64.127	71.566	32.050
111	18.467	74.270	31.210
112	36.366	67.259	33.895
113	17.586	56.387	36.778
114	92.669	54.786	30.029
115	87.476	47.969	34.410
116	67.216	8.666	35.548
117	27.418	44.513	35.683
118	81.256	32.432	32.202
119	96.081	34.166	35.635
120	92.645	46.136	32.091
121	10.246	35.359	34.884
122	56.445	27.953	34.652
123	88.611	30.469	35.430
124	28.295	27.823	37.782
125	33.798	25.188	38.858
126	13.808	16.805	39.468
127	46.421	5.329	34.522
129	47.559	34.470	35.866
131	85.277	78.003	37.656
132	68.377	74.585	32.865
133	40.087	72.943	36.001
134	94.793	73.780	31.953
135	6.015	72.753	35.256
136	30.789	61.137	33.046
137	10.564	62.677	31.945
138	49.646	53.171	34.223
139	50.891	46.429	30.556
140	64.479	86.633	37.400
141	37.373	85.433	30.483
142	58.941	32.985	31.483
143	85.952	20.941	35.122
144	48.550	10.714	36.112
145	5.303	6.236	35.336
147	94.055	80.846	33.010
148	87.187	72.424	36.108
149	50.168	74.875	32.082
150	79.771	62.593	32.917
151	42.795	65.456	33.526
152	17.446	66.113	31.371
153	25.272	28.465	31.068
154	53.835	65.232	31.054
155	40.036	49.529	32.364
156	36.230	45.523	29.500
157	31.599	21.841	35.110
158	62.763	28.372	30.419
159	44.153	27.117	35.173
161	13.551	25.950	32.047
162	103.155	18.958	34.437
163	24.431	21.619	33.451
164	87.685	46.459	28.474
166	31.885	34.099	32.723
167	101.086	41.446	31.421
168	100.651	12.536	39.763
169	90.914	10.935	33.915
170	85.678	7.718	33.543
172	103.194	62.932	32.934
173	34.989	48.160	36.947
175	70.952	46.600	37.380
176	21.780	46.377	35.158
177	26.304	38.991	32.353
178	18.907	29.362	36.203
179	87.667	82.661	34.527
180	74.887	66.347	35.863
184	3.463	57.792	34.171
185	101.326	55.724	33.888
186	10.040	49.152	34.711
187	73.840	45.609	29.613
188	28.391	18.159	35.121
189	81.866	42.017	32.110
191	42.583	73.829	29.651
193	58.516	83.944	26.006
194	99.057	77.925	27.447
196	58.302	45.060	20.584
197	98.827	44.338	26.015
198	62.153	43.455	25.711
199	43.401	44.461	22.188
200	65.425	35.270	25.579
201	13.216	20.567	28.605
202	57.512	14.134	28.413
203	30.467	16.384	27.683
