ITEM: TIMESTEP
8.523116665844658
ITEM: NUMBER OF ATOMS
1485
ITEM: BOX BOUNDS
1.0317460317460316 110.39682539682539
1.0317460317460316 87.28571428571428
2.5 48.0
ITEM: ATOMS id x y z
1	91.211	36.965	33.186
2	72.526	34.532	32.640
3	92.185	30.722	30.691
4	75.214	27.177	32.732
5	52.043	19.826	31.972
6	40.273	12.715	27.944
7	59.131	12.253	33.527
8	48.573	86.573	33.468
9	19.154	83.367	33.433
10	69.275	79.243	32.987
11	89.228	78.051	32.086
12	99.415	73.871	32.997
13	56.837	60.170	32.619
14	24.989	53.951	32.584
15	1.133	42.732	31.946
16	6.306	41.654	30.999
17	72.610	40.624	31.726
18	108.527	32.902	32.979
19	108.774	15.957	30.785
20	82.733	39.512	34.910
21	50.742	40.703	31.303
22	5.491	46.897	32.841
23	88.020	55.495	32.288
24	23.886	70.867	33.479
25	52.759	57.058	33.204
26	86.999	57.456	39.047
27	16.290	51.727	32.568
28	63.201	45.192	33.575
29	108.040	40.676	34.887
30	71.930	29.897	28.050
31	11.087	22.856	34.089
32	21.039	10.679	34.609
33	46.752	17.245	30.066
34	11.879	4.999	31.976
37	105.547	83.785	32.701
38	33.178	82.514	33.668
39	37.415	78.353	34.184
41	38.213	63.325	33.428
42	41.426	57.594	30.973
43	65.514	57.161	32.511
44	30.013	3.889	34.841
45	94.013	14.359	33.618
46	83.447	4.015	29.528
47	61.708	79.838	32.280
48	68.801	85.278	30.603
49	100.277	86.631	28.840
50	31.141	72.910	32.677
51	80.325	72.560	31.601
52	36.507	72.593	30.687
53	65.863	70.313	30.020
54	96.044	67.035	30.466
55	1.569	64.850	30.015
56	26.332	58.904	29.667
57	2.044	14.250	29.469
58	20.649	58.628	29.920
59	56.940	44.854	30.896
60	48.209	34.952	29.951
61	49.418	29.871	31.279
62	1.620	24.960	32.962
63	88.213	19.760	30.418
64	38.182	19.397	29.631
65	12.885	17.600	31.115
66	65.435	16.191	28.519
67	7.733	83.419	29.789
68	75.604	52.434	30.418
69	54.771	79.893	34.387
70	84.706	34.318	31.609
71	69.326	44.712	27.643
72	10.065	72.519	32.029
73	109.688	69.336	29.355
74	44.133	62.410	30.052
75	98.454	27.148	32.618
76	81.174	22.674	31.449
77	53.442	14.091	32.832
78	14.620	10.837	31.946
79	35.873	11.762	30.606
80	53.339	8.893	30.275
81	43.190	39.922	31.432
82	80.785	9.543	30.823
83	104.054	6.396	31.347
84	93.263	3.802	30.335
85	60.689	3.165	28.471
86	77.918	85.584	31.581
87	85.383	75.280	26.021
88	102.228	70.978	27.695
89	103.782	63.447	31.339
90	67.045	63.037	32.036
91	21.055	52.614	28.323
92	70.970	8.339	32.507
93	74.549	4.973	30.059
94	29.336	10.609	34.097
95	83.062	13.515	32.405
96	50.531	28.266	36.866
97	93.631	25.015	35.429
98	70.608	23.034	35.396
99	65.887	20.944	35.661
100	96.754	19.416	35.825
101	76.085	17.677	35.599
102	37.739	15.670	34.456
103	9.982	11.324	35.162
104	98.498	4.525	34.972
105	107.577	27.596	36.411
106	15.890	7.051	36.711
108	8.066	85.901	34.431
109	76.808	76.310	34.427
110	58.092	74.519	34.905
111	16.239	73.751	32.656
112	36.543	68.843	35.626
113	17.042	57.904	34.584
114	95.789	54.519	30.590
115	88.864	50.484	36.163
116	67.560	5.153	37.458
117	28.920	42.950	34.991
118	80.998	29.099	35.127
119	99.111	34.512	37.316
120	93.331	45.165	33.498
121	7.621	33.601	34.616
122	58.321	30.602	37.890
123	89.848	30.925	36.336
124	28.816	24.086	35.951
125	34.693	22.946	38.253
126	13.883	11.344	41.194
127	43.176	6.149	37.623
128	75.087	1.915	34.947
129	51.419	34.265	35.435
131	84.265	78.622	38.429
132	65.557	74.949	35.495
133	40.409	73.283	36.272
134	92.382	71.587	34.523
135	5.075	69.930	36.239
136	31.807	66.736	36.195
137	12.799	61.058	34.144
138	47.486	54.972	36.211
139	52.933	47.418	35.525
140	63.970	86.276	36.310
141	39.305	83.461	30.977
142	62.035	35.629	33.553
143	87.598	17.460	39.072
144	46.157	11.218	34.748
145	2.308	7.140	33.332
147	96.417	79.828	34.234
148	86.455	73.808	33.445
149	50.490	71.476	32.963
150	78.829	68.350	35.177
151	44.450	67.456	33.005
152	18.545	64.505	33.965
153	26.916	31.221	34.214
154	52.240	64.692	32.311
155	41.095	51.233	33.122
156	37.684	45.927	33.196
157	34.678	27.755	33.597
158	65.793	28.484	33.379
159	44.350	25.442	35.433
161	16.916	21.342	34.883
162	104.110	19.008	35.017
163	22.752	16.502	33.849
164	90.225	50.167	30.018
165	16.841	32.645	35.955
166	33.722	33.248	34.768
167	101.355	42.357	34.926
168	102.029	14.771	36.932
169	89.421	12.580	35.828
170	86.985	7.717	36.461
172	103.603	62.505	36.653
173	35.428	51.113	34.066
174	105.424	47.475	35.979
175	68.997	48.572	35.249
176	17.869	46.093	33.599
177	24.512	38.233	33.981
178	21.340	26.558	36.309
179	85.162	83.769	33.538
180	72.089	69.442	34.626
181	82.308	67.237	29.626
183	86.653	61.599	35.028
184	2.612	56.943	31.843
185	105.143	56.596	34.325
186	9.860	51.097	33.415
187	74.306	46.502	34.161
188	29.418	18.173	34.631
189	81.816	44.817	33.672
190	3.177	80.110	30.198
191	42.784	73.928	31.031
192	24.005	1.734	26.831
193	55.999	81.707	28.682
194	104.876	77.482	28.425
196	55.461	48.207	26.546
197	97.950	47.190	27.232
198	61.681	44.260	27.210
199	47.079	44.342	25.848
200	64.748	37.873	25.890
201	12.502	22.824	27.459
202	54.441	14.519	26.963
203	31.805	15.315	28.116
204	102.397	9.374	26.587
205	11.428	8.358	26.577
206	86.568	81.563	26.962
207	108.030	65.214	25.367
208	12.319	60.313	21.830
209	52.481	54.249	26.031
210	33.032	48.778	25.621
211	30.425	2.888	27.881
212	66.306	4.735	28.290
213	33.902	7.220	26.984
214	94.962	8.728	27.459
215	55.190	32.594	29.421
216	92.978	16.074	26.599
218	49.412	81.593	27.545
219	16.499	79.966	29.129
220	93.370	80.690	27.500
221	73.456	77.340	29.538
222	13.245	76.645	27.488
223	64.555	75.152	26.519
224	90.753	45.892	27.485
225	76.748	70.498	26.973
226	72.722	64.521	24.427
227	103.264	58.832	22.123
228	15.233	57.183	26.665
229	17.905	46.904	28.283
230	105.027	44.052	28.898
231	21.644	40.339	27.895
232	109.746	32.262	26.883
233	7.036	20.453	27.278
234	74.773	12.704	26.624
235	28.086	70.616	26.952
236	9.790	39.674	26.683
237	82.291	37.215	27.313
238	22.071	33.881	28.563
239	5.210	12.955	21.551
240	108.223	8.485	25.846
241	71.610	84.611	25.125
242	99.877	82.858	22.323
243	90.896	81.912	22.053
244	42.912	79.819	28.350
245	27.646	64.270	23.805
246	44.998	61.984	23.841
247	70.492	51.776	25.059
248	80.822	14.037	24.519
250	71.411	37.129	25.549
251	28.296	26.038	25.038
252	53.276	25.901	25.520
253	72.077	19.534	25.641
254	80.353	20.442	25.235
255	86.321	20.060	24.969
256	99.617	14.718	27.859
257	49.217	13.615	25.139
258	67.720	9.242	24.988
259	38.656	44.235	24.044
260	76.992	34.820	26.548
261	3.798	16.903	24.676
262	41.239	25.321	25.480
263	78.100	29.179	26.733
264	94.191	22.270	25.992
265	66.526	23.121	24.463
266	44.694	20.965	26.680
267	25.035	17.854	26.908
268	20.134	85.805	25.057
269	104.036	83.566	26.917
270	64.377	81.974	26.378
271	49.778	71.362	23.702
272	49.957	20.138	24.436
273	22.273	70.541	28.007
274	1.186	66.865	24.443
275	49.346	65.471	24.115
276	66.050	59.978	26.193
277	25.901	50.898	25.163
278	76.149	50.430	22.851
279	88.778	35.945	25.228
280	36.282	36.059	25.904
281	51.569	31.204	24.543
282	61.051	26.516	26.989
