ITEM: TIMESTEP
32.84889511525003
ITEM: NUMBER OF ATOMS
1487
ITEM: BOX BOUNDS
1.0317460317460316 110.39682539682539
1.0317460317460316 87.28571428571428
2.5 48.0
ITEM: ATOMS id x y z
1	91.496	36.654	33.201
2	71.015	35.077	31.906
3	93.077	29.855	30.192
4	75.469	27.761	31.709
5	54.556	20.883	31.442
6	40.671	16.026	29.486
7	58.624	15.116	34.560
9	20.613	83.030	36.343
10	66.567	81.714	32.441
11	89.084	79.272	29.130
12	98.934	74.689	34.603
13	58.056	60.753	31.108
14	26.826	55.765	30.569
16	4.206	36.965	31.309
17	71.133	38.973	28.237
18	107.780	36.691	34.490
20	78.252	36.893	37.115
21	49.378	40.838	30.715
22	2.325	45.103	28.773
23	88.059	55.525	34.406
24	25.529	72.019	31.993
25	52.405	58.920	32.085
26	84.890	56.891	39.598
27	15.136	48.321	31.730
28	61.358	45.417	31.870
29	109.477	41.875	36.410
30	72.680	30.868	28.531
31	10.917	26.383	36.558
32	21.211	12.955	32.551
33	47.832	18.308	35.008
34	10.936	3.116	33.915
37	102.963	81.346	32.742
38	32.754	82.111	33.403
39	38.813	81.351	34.505
41	37.483	61.264	31.328
42	41.822	56.205	34.093
43	65.608	57.241	32.150
44	28.533	5.776	32.917
45	96.845	14.214	32.897
46	83.461	2.613	28.574
47	62.112	78.475	30.495
48	74.078	82.664	30.743
50	30.944	74.548	29.921
52	34.184	72.885	34.677
53	66.520	69.974	30.055
54	97.077	68.366	29.439
55	1.924	62.621	30.234
56	29.649	60.818	27.161
57	3.649	13.035	28.705
58	21.899	59.025	30.869
59	54.671	44.333	29.244
60	45.175	36.373	30.516
61	48.541	31.766	33.659
63	88.836	19.436	30.365
64	39.752	22.910	30.429
65	14.977	17.637	32.342
66	67.132	17.463	26.583
67	5.800	83.951	28.869
68	73.521	51.330	30.397
69	56.770	78.509	32.260
70	85.895	37.056	32.357
71	68.915	43.750	28.931
72	11.331	74.148	31.634
73	109.357	73.682	31.465
74	44.310	62.257	29.914
75	99.878	29.783	31.047
76	79.577	21.872	32.395
77	51.522	14.625	31.883
78	12.925	12.926	29.114
79	35.395	9.630	30.498
80	52.894	9.425	30.578
81	41.702	39.941	31.791
82	81.732	11.044	30.365
83	101.627	8.470	33.397
84	95.576	2.878	29.057
85	61.893	4.731	27.151
87	86.545	77.011	24.021
88	104.165	72.100	27.804
89	104.016	66.151	30.848
90	70.386	65.313	31.441
91	17.967	51.935	28.393
92	73.259	11.052	31.196
93	76.667	7.032	30.381
94	25.219	10.581	35.023
95	82.281	16.970	33.538
96	49.393	25.675	39.591
97	91.419	23.977	34.235
98	72.335	21.663	34.536
99	69.732	23.280	39.856
100	96.042	21.416	35.410
101	75.704	17.492	38.545
102	37.873	14.215	35.342
103	14.074	12.183	34.591
104	97.688	8.001	38.287
105	108.127	30.612	31.976
106	16.734	6.395	35.857
108	8.477	84.184	33.048
109	79.739	75.278	35.374
110	60.838	72.216	34.160
111	17.752	75.744	30.855
112	34.521	65.706	35.762
113	17.574	57.142	37.654
114	94.410	55.366	30.705
115	88.482	49.076	33.411
116	67.292	9.131	37.812
117	27.223	43.646	34.850
118	80.273	32.372	33.481
119	96.651	34.368	34.968
120	93.248	45.330	31.476
121	9.236	33.999	35.769
122	58.137	28.568	36.174
123	88.106	29.698	36.042
124	27.712	24.993	37.420
125	32.991	24.704	39.883
126	15.355	13.783	39.912
127	44.999	5.567	35.477
129	50.720	35.665	37.550
131	85.313	78.165	37.000
132	66.388	74.306	35.182
133	40.682	71.813	36.981
134	94.634	75.300	31.664
135	6.902	71.024	35.761
136	30.590	62.742	33.132
137	11.702	62.784	33.649
138	50.658	54.402	36.192
139	50.699	47.285	32.654
140	64.160	86.316	35.909
141	37.483	86.053	29.460
142	60.261	34.432	31.172
143	87.360	19.960	37.063
144	49.346	11.398	35.240
145	4.831	6.450	35.041
147	95.213	80.262	33.954
148	88.647	73.173	35.046
149	50.601	73.170	30.160
150	79.882	64.388	34.002
151	42.976	65.059	34.997
152	17.464	65.911	32.305
153	25.010	27.635	33.299
154	54.444	67.774	31.909
155	42.024	50.006	32.019
156	37.921	46.304	31.280
157	32.647	21.743	31.993
158	64.266	29.164	32.312
159	44.185	26.780	34.598
161	14.051	23.601	33.255
162	101.609	18.142	33.614
163	23.890	21.465	33.445
164	88.757	48.926	28.102
165	18.445	32.412	36.167
166	31.857	32.767	33.924
167	100.612	42.512	31.967
168	101.743	14.006	37.885
169	90.896	12.309	32.406
170	84.924	6.901	33.994
172	103.775	61.360	34.371
173	34.877	50.626	36.875
174	104.858	44.966	34.793
175	71.193	47.729	36.186
176	21.861	46.577	33.702
177	25.287	37.940	33.264
178	19.101	27.003	38.617
179	83.858	84.663	33.050
180	74.698	66.023	37.048
183	86.860	61.785	34.225
184	4.201	56.565	33.473
185	103.584	54.792	34.127
186	10.480	49.763	36.052
187	74.046	44.620	31.470
188	28.863	17.797	34.190
189	80.567	43.856	35.381
191	43.322	73.045	30.595
193	57.884	84.275	27.240
194	98.851	79.279	28.514
196	57.446	44.655	22.638
197	98.127	47.616	26.196
198	62.445	43.825	26.174
199	43.452	45.079	21.976
200	64.674	35.851	26.605
201	13.487	20.880	27.781
202	56.196	15.808	28.899
203	32.127	16.348	26.990
204	102.166	8.788	27.471
205	11.614	7.061	27.336
206	86.961	83.313	26.539
207	107.874	64.731	25.593
208	12.992	58.404	22.422
209	52.056	55.327	27.135
210	34.048	48.646	23.472
211	30.477	3.583	25.027
212	69.442	5.562	28.584
213	34.333	9.385	24.884
214	95.858	9.709	27.917
215	53.583	34.380	31.011
216	93.594	18.010	24.334
218	52.223	79.211	27.079
219	14.942	82.916	28.364
220	94.113	82.011	26.419
221	76.390	77.081	29.489
222	15.109	74.718	23.583
223	67.313	75.300	26.530
224	91.429	44.354	25.239
225	77.231	69.913	27.283
226	73.285	63.156	25.676
227	101.160	60.173	21.846
228	14.469	56.585	28.606
229	21.400	47.415	27.686
230	105.107	45.687	29.530
231	19.243	42.706	27.870
232	107.250	34.722	27.670
233	7.635	20.962	26.812
234	73.597	12.002	25.499
235	28.674	71.906	25.649
236	8.958	39.253	27.372
237	82.193	35.853	27.910
238	21.460	34.823	29.531
239	3.322	12.180	20.179
240	109.559	8.377	28.053
241	72.243	84.507	23.952
242	100.089	78.940	22.272
243	89.364	83.980	17.649
244	45.973	80.464	29.477
245	26.183	66.006	25.043
246	45.132	60.449	22.849
247	68.129	51.564	25.570
248	85.647	13.156	23.888
250	69.461	35.475	24.047
251	29.810	26.275	22.371
252	52.230	27.047	32.137
253	73.204	20.050	27.462
254	81.981	17.821	27.219
255	87.271	21.006	21.857
256	98.480	15.399	26.609
257	47.034	15.560	26.863
258	67.857	11.661	23.938
259	37.232	42.622	21.359
260	76.462	33.122	24.415
262	39.903	27.424	24.035
263	81.473	27.059	29.852
264	92.745	23.259	27.138
265	65.968	22.741	25.602
266	43.630	20.869	26.730
267	26.748	19.408	27.468
268	19.763	85.325	25.702
269	105.645	84.729	24.486
270	64.628	83.013	24.036
271	46.717	72.764	23.465
272	51.187	19.970	26.220
273	19.003	71.831	27.029
275	49.012	65.671	19.787
276	66.779	59.975	26.941
277	25.825	50.528	26.098
278	75.467	50.881	22.482
279	87.013	37.238	23.777
280	38.947	36.761	24.502
281	49.830	32.021	25.828
282	58.859	25.096	26.453
283	6.923	65.649	27.099
284	76.766	41.884	27.197
285	77.665	47.266	27.644
286	54.268	51.155	22.234
287	92.407	34.274	25.374
288	16.632	27.895	28.477
289	103.497	24.855	33.082
290	22.323	25.330	29.212
291	46.060	10.667	30.191
292	32.704	78.831	27.629
293	54.623	67.689	24.417
294	34.626	60.715	25.863
295	84.401	51.776	29.088
296	98.526	34.443	29.310
297	82.474	43.519	26.599
298	41.397	30.033	30.793
299	85.745	30.722	29.903
300	86.643	24.365	29.440
301	47.433	23.052	31.531
302	97.633	20.453	28.981
303	104.738	19.409	24.368
304	60.651	19.197	26.685
305	76.613	15.827	29.162
306	24.432	13.500	27.523
307	63.098	30.337	24.192
308	7.767	15.918	28.859
309	15.036	35.857	28.725
310	31.146	40.733	28.937
312	89.741	72.443	29.014
313	12.641	68.462	34.122
314	40.853	61.806	25.592
315	1.779	56.292	26.188
316	63.703	51.275	31.923
317	14.562	41.038	32.051
318	60.210	40.068	30.892
319	60.465	20.953	33.922
320	95.110	39.385	27.651
321	72.524	25.676	27.190
322	5.878	3.230	27.618
325	57.074	75.896	25.442
326	60.009	66.408	30.735
327	9.435	60.141	29.203
328	33.915	55.892	30.387
329	59.021	50.363	28.575
330	42.423	43.619	27.867
331	65.320	23.922	32.526
332	80.624	80.448	31.012
333	66.519	12.990	29.435
335	78.639	53.965	29.041
336	8.368	53.865	29.881
